message_id,seed,fold,role,similarity_group_id,label,target,has_url,p_lr_a,p_lr_c,p_word,p_kcbert_filled,p_kcbert_missing,p_url_filled,p_url_missing,similarity_to_train,model_disagreement,uncertainty
msg-001d594cae67fd50f532,42,0,threshold_calibration,sim-518315bdc62e21afab86,normal,0,0,0.10838151191342169,0.12973901051902972,0.10993004016177406,0.0006793315405957401,0,0.0,1,0.71108425,0.12905967897843398,0.17436494706741057
msg-0047507cf53a6ff9d572,42,0,threshold_calibration,sim-303890a804194a356286,smishing,1,1,0.990383534105511,0.9894957100892114,0.9917828207976331,0.9998169541358948,0,0.8227534803521105,0,0.84940946,0.1770634737837843,0.08230700020785564
msg-007a14fb0505fef9cb85,42,0,threshold_calibration,sim-b7cf23243661751b23ba,normal,0,0,0.12683667584354788,0.13383244137259645,0.13031467579199207,0.00020509841851890087,0,0.0,1,0.20351161,0.13362734295407755,0.19559444571332762
msg-00844ba1f1e28e8086dd,42,0,threshold_calibration,sim-442ea029786f52a6761a,normal,0,0,0.08413733853297654,0.08858885876200517,0.08324870826544672,0.0012235123431310058,0,0.0,1,0.24050286,0.08736534641887417,0.1285992089517798
msg-00cd858afe8ef2de5fd3,42,0,threshold_calibration,sim-ab5a097483cfa0ee4374,normal,0,0,0.12604248597541332,0.13193462669080835,0.12885921671363323,0.0036355014890432358,0,0.0,1,0.5348173,0.12829912520176512,0.19523591543444907
msg-0110c1f5afb4c7ab5c1e,42,0,threshold_calibration,sim-3954086186d75c5e24cd,normal,0,0,0.11144365085054103,0.12821619350221447,0.1192856049737841,0.0002528273907955736,0,0.0,1,0.19285294,0.1279633661114189,0.1795991383586676
msg-0140104e3be1e61e7b8b,42,0,threshold_calibration,sim-cdb036704cab99e8da5a,normal,0,0,0.10308191431400722,0.10621284040986126,0.1645816721001232,0.00019914838776458055,0,0.0,1,0.28752354,0.16438252371235862,0.1870377876058782
msg-0144803d8f31ce3f0d21,42,0,threshold_calibration,sim-a23a14e553e286ede535,smishing,1,1,0.9624670478563376,0.9599774694573482,0.9651450303660399,0.9997734427452087,0,0.7911284043923067,0,0.8238821,0.20864503835290205,0.12860344207310348
msg-014db9242fc317a0ad4c,42,0,threshold_calibration,sim-850f3120425b72386f72,normal,0,1,0.1388305067684048,0.16152241454716673,0.14645052985635554,0.0015477027045562863,0,0.999961909790866,0,0.39638895,0.9984142070863097,0.5793252254669398
msg-015bc211c1e7fd86d85d,42,0,threshold_calibration,sim-a4056b1b30294791fcdb,smishing,1,1,0.9705520547391553,0.9684728495524402,0.9833811760043341,0.9998117089271545,0,0.39997608333206575,0,0.88320297,0.5998356255950887,0.2711224509779402
msg-01757b800c0656ce2f53,42,0,threshold_calibration,sim-a4056b1b30294791fcdb,smishing,1,1,0.9684251394078796,0.9666011983059154,0.9871670517062807,0.9998051524162292,0,0.22895638309717184,0,0.82124364,0.7708487693190574,0.3396180300266092
msg-019837d81708e2cd7040,42,0,threshold_calibration,sim-64a9ca1eea551adef65c,normal,0,0,0.08318237651274743,0.09048684474105188,0.10670073862475983,0.00020754997967742383,0,0.0,1,0.40795466,0.1064931886450824,0.1402887549291183
msg-01c089ca841a92ae56c5,42,0,threshold_calibration,sim-9a99584b521527cb3ddb,normal,0,0,0.059473192700959354,0.06058487934798395,0.06127541832246047,0.00021815802028868347,0,0.0,1,0.20453382,0.06105726030217179,0.09077582419584629
msg-01ec354674b148dc72d2,42,0,threshold_calibration,sim-a4056b1b30294791fcdb,smishing,1,1,0.9684251394078796,0.9666011983059154,0.9871670517062807,0.9998051524162292,0,0.4722944709458632,0,0.82124364,0.5275106814703661,0.24228279488713267
msg-021ec45117d7eca32981,42,0,threshold_calibration,sim-fb1848ba5f68912e3221,normal,0,0,0.09620154453398574,0.10093543289303926,0.08973760833397151,0.00043342943536117673,0,0.0,1,0.16049802,0.10050200345767808,0.14365400759817892
msg-0250351ca1bcff038ce1,42,0,threshold_calibration,sim-a4056b1b30294791fcdb,smishing,1,1,0.9705520547391553,0.9684728495524402,0.9833811760043341,0.9998117089271545,0,0.20949945315611598,0,0.88320297,0.7903122557710386,0.34731310304831986
msg-0258501fcdd758515538,42,0,threshold_calibration,sim-a4056b1b30294791fcdb,smishing,1,1,0.9786681334317127,0.9773373244425281,0.9871670517062807,0.9998051524162292,0,0.23369638078121086,0,0.92550594,0.7661087716350183,0.3293303828888152
msg-02756e198f3ede849521,42,0,threshold_calibration,sim-965c03dad20c53ee0899,normal,0,0,0.11347374881260998,0.11821771911241466,0.13305849143361156,0.000911365554202348,0,0.0,1,0.6614254,0.13214712587940922,0.18283066245641932
msg-02939600134c2848eacc,42,0,threshold_calibration,sim-72ae115eea4c5a9383ec,normal,0,1,0.1171082128259653,0.12269316863735656,0.1392823740147819,0.013321963138878345,0,0.9998829104740532,0,0.64743453,0.9865609473351749,0.5569154516364142
msg-02a51404a0a8710be159,42,0,threshold_calibration,sim-a4056b1b30294791fcdb,smishing,1,1,0.9705520547391553,0.9684728495524402,0.9833811760043341,0.9998117089271545,0,0.22895638309717184,0,0.88320297,0.7708553258299827,0.33953033107189756
msg-02b2ace74f049968e6d6,42,0,threshold_calibration,sim-a4056b1b30294791fcdb,smishing,1,1,0.9684251394078796,0.9666011983059154,0.9871670517062807,0.9998051524162292,0,0.4722944709458632,0,0.82124364,0.5275106814703661,0.24228279488713267
msg-02e2bea2450d9e759e9c,42,0,threshold_calibration,sim-651fcc9fbe00d28efd84,smishing,1,1,0.9892465957000323,0.9884503910908371,0.9797887012695371,0.9998213648796082,0,0.6431936690571304,0,0.92944705,0.3566276958224778,0.159799711201142
msg-0304b8c39a79e962c624,42,0,threshold_calibration,sim-dcdcff786ef5b7c444f9,smishing,1,1,0.9803943200117213,0.9787577250654113,0.97520171271927,0.9998218417167664,0,0.8164158696014616,0,0.7392038,0.18340597211530474,0.09976341235414776
msg-031adca763deb1d9444c,42,0,threshold_calibration,sim-a4056b1b30294791fcdb,smishing,1,1,0.9684251394078796,0.9666011983059154,0.9871670517062807,0.9998051524162292,0,0.4722944709458632,0,0.82124364,0.5275106814703661,0.24228279488713267
msg-0325d75f09e431ce1e34,42,0,threshold_calibration,sim-a4056b1b30294791fcdb,smishing,1,1,0.9786681334317127,0.9773373244425281,0.9871670517062807,0.9998051524162292,0,0.39997608333206575,0,0.92550594,0.5998290690841634,0.26281850186847366
msg-039c1c7b22a0290a2c39,42,0,threshold_calibration,sim-a4056b1b30294791fcdb,smishing,1,1,0.9684251394078796,0.9666011983059154,0.9871670517062807,0.9998051524162292,0,0.2032471456394468,0,0.82124364,0.7965580067767825,0.3499017250096994
msg-03b2dd0fad5cbaf6d7b7,42,0,threshold_calibration,sim-8c92f9a3b8846325fb27,normal,0,0,0.042143610676190886,0.04425440315484195,0.06380871532544173,0.0002133750676875934,0,0.0,1,0.308573,0.06359534025775414,0.0752100521120811
msg-03c1a684eaede8dacd88,42,0,threshold_calibration,sim-0bc05b42dd9a59499691,normal,0,0,0.061861377917595106,0.06339642649744724,0.09949272749086481,0.00022916714078746736,0,0.0,1,0.49023518,0.09926356035007734,0.11248984952334729
msg-03dba5ddbc4b4d9fe3f2,42,0,threshold_calibration,sim-8b4a8bb54bf7361573c4,normal,0,0,0.04205079204681243,0.04286084610246294,0.08260298532298813,0.0002118627162417397,0,0.0,1,0.3827035,0.08239112260674639,0.08386324309425264
msg-03f64f78ced53ff92b56,42,0,threshold_calibration,sim-2296258434641cb04f3e,normal,0,0,0.061903779442537804,0.06530228800003439,0.09304904033541471,0.0004274497041478753,0,0.0,1,0.12653337,0.09262159063126683,0.11034127874106736
msg-044361ba68e5c7ab9769,42,0,threshold_calibration,sim-05a94cedcbbc87a374a1,normal,0,0,0.08878960034937343,0.09327992407675037,0.09260484871116786,0.00021493119129445404,0,0.0,1,0.29630822,0.09306499288545592,0.13744465216429302
msg-0456dee78370945fc777,42,0,threshold_calibration,sim-2176391bf14e711fe3ff,normal,0,1,0.5489574127513317,0.5570171189471885,0.6069506097184865,0.0040113008581101894,0,0.9999289930073715,0,0.58158916,0.9959176921492613,0.9132538258870047
msg-0457fd47f192973e4291,42,0,threshold_calibration,sim-494b78df8fa6b3a54eaa,smishing,1,1,0.9625170828602236,0.959831734043947,0.9357611953525895,0.999795138835907,0,0.9999760255757345,0,0.88423055,0.064214830223145,0.05684752933263937
msg-046d5cb29176bdf44264,42,0,threshold_calibration,sim-a4056b1b30294791fcdb,smishing,1,1,0.9705520547391553,0.9684728495524402,0.9833811760043341,0.9998117089271545,0,0.4722944709458632,0,0.88320297,0.5275172379812914,0.24219509593242106
msg-0481f891d847cd629928,42,0,threshold_calibration,sim-d24448103e60f567d703,normal,0,0,0.07816469288113366,0.08034333106612773,0.11505474685405497,0.0002328792616026476,0,0.0,1,0.42604068,0.11482186759245232,0.13689782503145953
msg-0486ed8d9edb341183ce,42,0,threshold_calibration,sim-df5bda5d85dd19ace2f6,smishing,1,1,0.8750725491313337,0.8722438168909832,0.8330293025268583,0.9995961785316467,0,0.9999592241982501,0,0.86597854,0.16692992167139187,0.16803957148837112
msg-04a5e405611c3a7e05d1,42,0,threshold_calibration,sim-f27c3b46b34c36c52012,normal,0,0,0.11320057486761839,0.12394834077024607,0.11484759665676607,0.0002992963418364525,0,0.0,1,0.14438057,0.12364904442840961,0.17614790431823346
msg-04aa8885533666833b9a,42,0,threshold_calibration,sim-f895d9969d1961be9a2b,normal,0,0,0.07993483404537474,0.08679995193549643,0.11317341571536457,0.0010574532207101583,0,0.0,1,0.7493394,0.11211596249465441,0.14048282745847296
msg-04acc5fbfb6f395f9ed7,42,0,threshold_calibration,sim-b8b1b4b0de66fbeb4d4c,normal,0,0,0.033220279821063986,0.033470701015022086,0.03647617105745529,0.00018891018407884985,0,0.0,1,0.4225803,0.03628726087337644,0.05167803103881008
msg-04af46b32cc69c223cf3,42,0,threshold_calibration,sim-4324d0d0c9183bbe861b,normal,0,0,0.037900166943557356,0.03940504535386144,0.10700996475962962,0.00019648067245725542,0,0.0,1,0.2502964,0.10681348408717237,0.09225582886475281
msg-04c55865ea94b47e7e82,42,0,threshold_calibration,sim-4a8632dfa911e8300cec,normal,0,0,0.08915598874035667,0.09192364670647281,0.044931266314534236,0.00020752742420881987,0,0.0,1,0.27018857,0.09171611928226399,0.11310921459278622
msg-04fb52395f67f852eca8,42,0,threshold_calibration,sim-d4717df03d40e61522c5,normal,0,0,0.11677802788846056,0.12895228013733978,0.11067543014004648,0.00023431627778336406,0,0.0,1,0.33637002,0.12871796385955642,0.17832002722181506
msg-0509fa78f17a82de8c9d,42,0,threshold_calibration,sim-1bc7dfd5ef16de196295,normal,0,0,0.049412224473731364,0.05018432306098395,0.07211248583500805,0.0002007191942539066,0,0.0,1,0.30069098,0.07191176664075415,0.08595487628198861
msg-050f504ec8b0262c317a,42,0,threshold_calibration,sim-a4056b1b30294791fcdb,smishing,1,1,0.9705520547391553,0.9684728495524402,0.9833811760043341,0.9998117089271545,0,0.20949945315611598,0,0.88320297,0.7903122557710386,0.34731310304831986
msg-051638fd8a826b095363,42,0,threshold_calibration,sim-414a43e2ee80d497fa78,normal,0,1,0.1458056410540179,0.1599881136756118,0.16124982489158346,0.9322267770767212,0,0.9999532873292747,0,0.3463272,0.8541476462752569,0.9596894576108836
msg-051e484e633d3a4a4f7e,42,0,threshold_calibration,sim-a4056b1b30294791fcdb,smishing,1,1,0.9705520547391553,0.9684728495524402,0.9833811760043341,0.9998117089271545,0,0.22895638309717184,0,0.88320297,0.7708553258299827,0.33953033107189756
msg-0562a6f92ff47496d431,42,0,threshold_calibration,sim-06855910835c3c2bb402,normal,0,1,0.2896625063675539,0.3071841900791402,0.3090251529076913,0.0017276823054999113,0,0.999961909790866,0,0.6356442,0.998234227485366,0.7630245765803005
msg-05773838861d20ef4f2c,42,0,threshold_calibration,sim-8d5f465aa0464f82e3c8,normal,0,0,0.03127509032096385,0.03170510319449872,0.11641326597686834,0.00021913135424256325,0,0.0,1,0.8432933,0.11619413462262577,0.08980629542328677
msg-0588543cbc8e0bcff825,42,0,threshold_calibration,sim-6a6df2485ee1e402a32a,normal,0,0,0.050632943897813816,0.05168705394347941,0.05598644807417878,0.0001976056955754757,0,0.0,1,0.47954932,0.05578884237860331,0.07925202580552371
msg-0590a0a811adf41d19c4,42,0,threshold_calibration,sim-38186737e3f397c392a2,smishing,1,0,0.6756428312598042,0.7774100351114083,0.6216870806775571,0.9997485280036926,0,0.0,1,0.237001,0.37806144732613556,0.4627557624737688
msg-059fcfed0a587d8b0e26,42,0,threshold_calibration,sim-1ba8e1b063b2ee1ebe46,normal,0,0,0.09284486429784033,0.09820088795650325,0.10366674070569053,0.00030061352299526334,0,0.0,1,0.3306988,0.10336612718269526,0.14750655324151474
msg-05ad995fb459ee1d8965,42,0,threshold_calibration,sim-a6e097a2cb939cc7df04,normal,0,1,0.16288020736498574,0.16986413760651453,0.2408301339472333,0.0008927937597036362,0,0.9999691985219642,0,0.32059363,0.9990764047622606,0.6297745884801605
msg-05c13fc56275c0e714d2,42,0,threshold_calibration,sim-a4f266dc69b4bb990555,normal,0,1,0.2443478351816952,0.24189348739520655,0.2591180287854035,0.0009579973411746323,0,0.9999045327015343,0,0.8505475,0.9989465353603597,0.6984887525620057
msg-05d65938d9b1a250eed9,42,0,threshold_calibration,sim-88c16cfedbab7addd657,normal,0,0,0.06295177511733571,0.06586262012629632,0.0847741686316707,0.00023446916020475328,0,0.0,1,0.33425424,0.08453969947146595,0.10691151651775377
msg-06192eb4994bee3f50c0,42,0,threshold_calibration,sim-d9ce2f9d9850fb72e1c0,normal,0,0,0.10028475162689127,0.10403366868313217,0.07828177543654706,0.00023355700250249356,0,0.0,1,0.18455604,0.10380011168062968,0.14141687637453648
msg-06307e1e6fd969dd3712,42,0,threshold_calibration,sim-a4056b1b30294791fcdb,smishing,1,1,0.9705520547391553,0.9684728495524402,0.9833811760043341,0.9998117089271545,0,0.4722944709458632,0,0.88320297,0.5275172379812914,0.24219509593242106
msg-063d9c85ecb1912deb82,42,0,threshold_calibration,sim-13da57b2a0d940e560a0,normal,0,0,0.056775534450399755,0.05847852012018835,0.08846993543729087,0.00022397433349397033,0,0.0,1,0.27463618,0.0882459611037969,0.10197398217068643
msg-0643b6a1edcc4350ae57,42,0,threshold_calibration,sim-a23a14e553e286ede535,smishing,1,1,0.9624670478563376,0.9599774694573482,0.9651450303660399,0.9997734427452087,0,0.6538820508976685,0,0.8238821,0.34589139184754025,0.1835019834709588
msg-0662e8bb412ccc6ccd03,42,0,threshold_calibration,sim-f5aecf2eda43849be986,normal,0,0,0.1335345100798124,0.15139500616625545,0.18007807155699965,0.00018270932196173817,0,0.0,1,0.17068394,0.1798953622350379,0.23259514856251462
msg-068a6857bc841d4c3fae,42,0,threshold_calibration,sim-0e1c2a52689fd4875e94,normal,0,0,0.08940638019513177,0.09261777333433109,0.11641326597686834,0.00030776948551647365,0,0.0,1,0.32909825,0.11610549649135186,0.14937259449592388
msg-070c8e4bf4fe4f58ca3c,42,0,threshold_calibration,sim-dcdcff786ef5b7c444f9,smishing,1,1,0.9802334669567287,0.9785669427634303,0.9684620088563258,0.9998185038566589,0,0.8164158696014616,0,0.7419723,0.18340263425519732,0.1026012831861578
msg-075100e955cf054d0263,42,0,threshold_calibration,sim-8621a5da05988c4b81a4,normal,0,0,0.13151828010719124,0.152750337439071,0.15374281581565705,0.0002405689883744344,0,0.0,1,0.35623989,0.1535022468272826,0.2191260011751468
msg-075d18d1a641f431d470,42,0,threshold_calibration,sim-6073883c8a61049c0fde,smishing,1,1,0.969780238659468,0.9668711784885851,0.9656876359065246,0.9998152852058411,0,0.9999782744064635,0,0.6034351,0.03429063849993885,0.03914695493324705
msg-07608954a955cb71c0f8,42,0,threshold_calibration,sim-81d19b5c0f0e73685e17,smishing,1,1,0.9806063887957253,0.9793987445134352,0.9789109235181166,0.9998037219047546,0,0.40035441044171033,0,0.7254205,0.5994493114630444,0.26437032433050334
msg-078dc9e2cfa209b3de63,42,0,threshold_calibration,sim-4a65b0cb7b9aa865fb37,smishing,1,1,0.9736746955480415,0.9711878919820526,0.9591388411000449,0.999775230884552,0,0.6538820508976685,0,0.8939274,0.3458931799868835,0.17693651583505643
msg-079e96e6b1abb3328ff7,42,0,threshold_calibration,sim-3b46a9fc6f7907e13802,normal,0,0,0.06414364286622398,0.06575613019841028,0.08356496138191365,0.00023601879365742207,0,0.0,1,0.32273826,0.08332894258825622,0.10685037662010266
msg-07f096b7f05c5857913f,42,0,threshold_calibration,sim-e310d38f7fb740f08aa3,normal,0,0,0.05795157913586234,0.05909164351805659,0.09360007380835707,0.00024710825528018177,0,0.0,1,0.3669484,0.09335296555307689,0.10544520235877808
msg-080a80350fda25ee4181,42,0,threshold_calibration,sim-c949d5d9abbe922bc41c,smishing,1,0,0.7122375353096173,0.8170696231655957,0.7055457030233163,0.9996966123580933,0,0.0,1,0.78986955,0.29415090933477694,0.38272526307168864
msg-083cdac1cf260c34d3a5,42,0,threshold_calibration,sim-8d43ff90a61a4181a97a,normal,0,0,0.059240494061798966,0.061839228972933716,0.07563557316823392,0.00035843049408867955,0,0.0,1,0.13147046,0.07527714267414524,0.09853686334852763
msg-08650893dc157564eb92,42,0,threshold_calibration,sim-a4056b1b30294791fcdb,smishing,1,1,0.9705520547391553,0.9684728495524402,0.9833811760043341,0.9998117089271545,0,0.4722944709458632,0,0.88320297,0.5275172379812914,0.24219509593242106
msg-08b9d641a3a9277f1cef,42,0,threshold_calibration,sim-a4056b1b30294791fcdb,smishing,1,1,0.9705520547391553,0.9684728495524402,0.9833811760043341,0.9998117089271545,0,0.39997608333206575,0,0.88320297,0.5998356255950887,0.2711224509779402
msg-08dc81552bef8144a9b5,42,0,threshold_calibration,sim-a94a81ed1fd19ed6ef87,normal,0,0,0.03200450925814379,0.032100862092355575,0.08674804184603468,0.00026016662013716996,0,0.0,1,0.551019,0.08648787522589751,0.07555678990833559
msg-0903b5c3ec0d25cb3695,42,0,threshold_calibration,sim-201204d9369a5a40e78c,normal,0,0,0.09332855359171678,0.09857292934501764,0.09015649787721036,0.0004163565463386476,0,0.0,1,0.48363432,0.098156572798679,0.1412371686801417
msg-0940f5c367172a931f40,42,0,threshold_calibration,sim-2b31cbbaecd252a81506,smishing,1,1,0.9579079858331621,0.9551940984555176,0.9864487769909436,0.999811589717865,0,0.6552601778099698,0,0.9147339,0.3445514119078952,0.17815094847701696
msg-096d5ccc4a727f440059,42,0,threshold_calibration,sim-11c1728e7745e221e92b,normal,0,0,0.08445736928903584,0.08824467321026122,0.09345066933332691,0.0002650020469445735,0,0.0,1,0.2570845,0.09318566728638233,0.13320885693978424
msg-09c5c52831bba3dc907a,42,0,threshold_calibration,sim-dccc59cdb64a8ee62521,normal,0,0,0.04946915501452909,0.05339874066608444,0.044931266314534236,0.0002520542766433209,0,0.0,1,0.45491365,0.05314668638944112,0.07402560813589554
msg-09c6e5bfa09bd15d6ec0,42,0,threshold_calibration,sim-d3b3379078bb7d23d7eb,normal,0,0,0.13989727265493512,0.14928984604266904,0.13337404782914003,0.0058180782943964005,0,0.0,1,0.4131383,0.14347176774827264,0.21418962241057027
msg-09d72544d3f1a486affb,42,0,threshold_calibration,sim-177cd9e6d0ea0db6985d,normal,0,0,0.0587202435237592,0.059618062167986756,0.08456867686455856,0.00018592113337945193,0,0.0,1,0.4951939,0.08438275573117911,0.10154645184484201
msg-09f039025a841959739d,42,0,threshold_calibration,sim-4a65b0cb7b9aa865fb37,smishing,1,1,0.9736746955480415,0.9711878919820526,0.9591388411000449,0.999775230884552,0,0.8974526285865543,0,0.8939274,0.10232260229799772,0.07950828475950189
msg-0a0251c3a01b12efd71d,42,0,threshold_calibration,sim-a4056b1b30294791fcdb,smishing,1,1,0.9684251394078796,0.9666011983059154,0.9871670517062807,0.9998051524162292,0,0.21805472062738862,0,0.82124364,0.7817504317888406,0.3439786950145227
msg-0a348fcb6248b2e02712,42,0,threshold_calibration,sim-351f71bd6c472713b079,smishing,1,0,0.5314306109438085,0.6155447022685928,0.6862894245663282,0.9995324611663818,0,0.0,1,0.30595997,0.46810185022257333,0.5836014005274444
msg-0a51eb7ed55e6dd7f2ca,42,0,threshold_calibration,sim-3e37cd5e581c9fc42c2f,smishing,1,1,0.5747284004459398,0.5609936192021012,0.5969996393159992,0.9997413754463196,0,0.9999572016663884,0,0.33758095,0.4389635824642871,0.5070319055693009
msg-0a646dc6d10ea9fa7ffe,42,0,threshold_calibration,sim-60ba2f217f4f4cc9cf58,normal,0,0,0.05354563778014511,0.055126994478365596,0.11162606579375735,0.00023622838489245623,0,0.0,1,0.27870435,0.11138983740886489,0.11026746321858027
msg-0a74a79e7f4364c557c4,42,0,threshold_calibration,sim-d0814e0e23a9a476d081,normal,0,0,0.09457093332461042,0.09896026101242493,0.11361382609509195,0.00020077738736290485,0,0.0,1,0.33284965,0.11341304870772904,0.15367289890974511
msg-0aaeae3cb2c75e7b997a,42,0,threshold_calibration,sim-a4056b1b30294791fcdb,smishing,1,1,0.9705520547391553,0.9684728495524402,0.9833811760043341,0.9998117089271545,0,0.39997608333206575,0,0.88320297,0.5998356255950887,0.2711224509779402
msg-0acf8d3eae270faa4ef3,42,0,threshold_calibration,sim-86bb9fdd1d4ad9821dfa,smishing,1,1,0.9722858206217138,0.9699627023484341,0.9750654991278102,0.9998088479042053,0,0.8957191664609878,0,0.8177932,0.10408968144321751,0.07486318541473969
msg-0b6b62e4b63f8d4471bd,42,0,threshold_calibration,sim-a0715e66144ac4acdb5b,smishing,1,1,0.8391829878951268,0.8322926225061329,0.7159685142573178,0.9998019337654114,0,0.6640488223145211,0,0.30269274,0.33575311145089026,0.3794820477045959
msg-0b8d47e4efe1996224eb,42,0,threshold_calibration,sim-567167cf134cf628decf,normal,0,0,0.051500706070726425,0.05184321896397711,0.07023217433464943,0.0003756276273634285,0,0.0,1,0.1749175,0.069856546707286,0.08697586349835817
msg-0b923b9aa961ebfb0093,42,0,threshold_calibration,sim-53e39a12610a1c580d13,normal,0,0,0.07270724193850077,0.0752853481333085,0.02678933885568353,0.0002316753816558048,0,0.0,1,0.2716735,0.0750536727516527,0.08750680215457429
msg-0bb2254af1bd16d9f90c,42,0,threshold_calibration,sim-5e14f998a256602b92d4,normal,0,0,0.06282525366900903,0.06499271678230124,0.0463143004237605,0.00023765840160194784,0,0.0,1,0.2717375,0.0647550583806993,0.08718496463833636
